year,state,country,shape,duration,latitude,longtitude
1991,Texas,us,light,180,33.4519444,-97.7663889
1992,Minnesota,us,other,5,46.7833333,-92.1063889
1992,California,us,chevron,15,34.0522222,-118.2427778
1993,Maryland,us,light,300,39.6066667,-75.8336111
1993,Minnesota,us,triangle,60,44.9800000,-93.2636111
1993,Hawaii,us,formation,4500,19.7297222,-155.0900000
1993,Delaware,us,circle,900,39.0711111,-75.4763889
1993,Idaho,us,other,180,46.7325000,-116.9991667
1993,Washington,us,light,1200,47.9416667,-119.0022222
1994,California,us,fireball,10,35.7547222,-118.4244444
1994,Arizona,us,sphere,1200,32.8338889,-109.7069444
1994,Nevada,us,triangle,420,36.1750000,-115.1363889
1994,Texas,us,circle,120,32.4058333,-99.4933333
1994,Oregon,us,other,60,45.5230556,-122.9886111
1994,Oregon,us,cigar,120,45.5230556,-122.9886111
1994,Delaware,us,sphere,60,38.7208333,-75.0763889
1994,Idaho,us,triangle,300,43.6630556,-116.6863889
1994,Maine,us,light,240,43.7608333,-70.5261111
1994,Florida,us,egg,120,25.9561111,-80.1394444
1994,Pennsylvania,us,light,8,41.2458333,-75.8816667
1994,Mississippi,us,other,4,32.2591667,-90.4225000
1995,Texas,us,sphere,7200,32.4486111,-99.7327778
1995,California,us,fireball,600,34.4263889,-117.3000000
1995,Missouri,us,cone,5,37.9680556,-91.3547222
1995,California,us,light,600,33.8675000,-117.9972222
1995,Georgia,us,circle,30,34.0658333,-84.6769444
1995,Washington,us,other,60,47.3075000,-122.2272222
1995,Washington,us,other,120,47.6063889,-122.3308333
1995,Washington,us,other,120,47.6063889,-122.3308333
1995,Washington,us,disk,1800,47.6588889,-117.4250000
1995,Colorado,us,light,30,38.4250000,-105.0222222
1995,New Hampshire,us,egg,30,42.7883333,-71.2013889
1995,Ohio,us,circle,300,40.1083333,-83.7525000
1995,Ohio,us,cigar,600,41.4397222,-81.7355556
1995,Connecticut,us,light,12,41.6352778,-72.7691667
1995,Massachusetts,us,oval,10,42.7261111,-71.1913889
1995,California,us,other,1800,33.7455556,-117.8669444
1995,Oklahoma,us,sphere,30,35.2225000,-97.4391667
1995,Illinois,us,light,120,40.4163889,-91.1361111
1995,Washington,us,light,10,47.8108333,-122.3761111
1996,Utah,us,triangle,20,40.8894444,-111.8800000
1996,Illinois,us,light,300,39.7338889,-90.2288889
1996,Michigan,us,other,60,42.2916667,-85.5872222
1996,Washington,us,rectangle,180,46.9966667,-120.5466667
1996,Missouri,us,other,2,37.5019444,-92.8208333
1996,New Jersey,us,triangle,300,41.2097222,-74.6080556
1996,New Mexico,us,changing,600,32.8994444,-105.9597222
1996,Texas,us,other,10800,35.2219444,-101.8308333
1996,New Jersey,us,circle,20,39.9258333,-75.1200000
1996,Iowa,us,triangle,10,42.5000000,-96.4000000
1996,Arizona,us,other,10,32.2216667,-110.9258333
1996,Wisconsin,us,unknown,8,44.8113889,-91.4983333
1996,Nebraska,us,circle,30,40.9294444,-100.1602778
1997,Minnesota,us,sphere,600,46.0113889,-92.9441667
1997,West Virginia,us,triangle,60,39.5105556,-79.7986111
1997,Kansas,us,light,10,37.2397222,-96.9952778
1997,Minnesota,us,sphere,600,45.5608333,-94.1622222
1997,New York,us,sphere,180,42.0900000,-78.4944444
1997,Arizona,us,disk,900,34.7391667,-112.0091667
1997,Iowa,us,sphere,1800,41.0086111,-91.9625000
1997,Illinois,us,other,600,42.1102778,-88.0341667
1997,Minnesota,us,other,300,44.8547222,-93.4705556
1997,New Mexico,us,triangle,30,32.9755556,-107.3072222
1997,North Carolina,us,sphere,60,35.3847222,-77.9930556
1997,Arizona,us,triangle,900,32.2216667,-110.9258333
1997,North Carolina,us,triangle,5,36.1197222,-80.0738889
1997,North Carolina,us,triangle,2700,35.0525000,-78.8786111
1997,New Mexico,us,fireball,3600,32.3122222,-106.7777778
1997,North Carolina,us,sphere,60,35.6008333,-82.5541667
1997,North Carolina,us,formation,1200,35.3847222,-77.9930556
1997,Indiana,us,triangle,600,40.4863889,-86.1336111
1997,Colorado,us,oval,120,39.7555556,-105.2205556
1998,Minnesota,us,disk,10,44.9800000,-93.2636111
1998,New Mexico,us,fireball,120,35.0844444,-106.6505556
1998,Idaho,us,triangle,2100,44.7300000,-116.4372222
1998,California,us,light,180,34.1083333,-117.2888889
1998,Ohio,us,other,10,39.9611111,-82.9988889
1998,New York,us,other,1200,40.7141667,-74.0063889
1998,Ohio,us,flash,5,40.0991667,-83.1141667
1998,Rhode Island,us,egg,240,41.6769444,-71.2666667
1998,Washington,us,oval,30,47.6588889,-117.4250000
1998,Colorado,us,unknown,4,39.7294444,-104.8313889
1998,Virginia,us,disk,900,39.0061111,-77.4288889
1998,Oregon,us,circle,30,42.3266667,-122.8744444
1998,Illinois,us,light,180,42.4758333,-90.2527778
1998,Washington,us,triangle,600,47.8211111,-122.3138889
1998,Tennessee,us,formation,5,35.6263889,-86.6933333
1998,New Hampshire,us,circle,43200,42.7883333,-71.2013889
1998,Michigan,us,light,3600,43.4100000,-86.3486111
1999,California,us,formation,300,38.5019444,-122.9950000
1999,Oregon,us,light,20,45.6836111,-121.3961111
1999,Illinois,us,light,1800,41.7858333,-88.1472222
1999,Texas,us,other,1800,30.3458333,-96.5280556
1999,West Virginia,us,unknown,300,39.5105556,-79.7986111
1999,Wisconsin,us,disk,180,42.5775000,-88.1050000
1999,Colorado,us,oval,900,40.0150000,-105.2700000
1999,Georgia,us,sphere,5,33.7488889,-84.3880556
1999,Maine,us,disk,600,44.1316667,-70.4936111
1999,California,us,fireball,15,37.3394444,-121.8938889
1999,North Carolina,us,changing,240,35.2269444,-80.8433333
1999,Missouri,us,light,5,39.0911111,-94.4152778
1999,Wisconsin,us,fireball,300,43.5747222,-90.6402778
1999,Texas,us,sphere,30,29.7630556,-95.3630556
1999,Indiana,us,triangle,1200,39.9783333,-86.1180556
2000,Illinois,us,unknown,5,41.6966667,-87.8169444
2000,Florida,us,cigar,5,25.7738889,-80.1938889
2000,Ohio,us,oval,180,38.9447222,-82.1113889
2000,Washington,us,circle,300,45.6388889,-122.6602778
2000,California,us,circle,20,33.7877778,-117.8522222
2000,California,us,triangle,60,34.0522222,-118.2427778
2000,North Carolina,us,cylinder,30,35.5297222,-80.6683333
2000,Arizona,us,light,1200,33.3527778,-111.7883333
2000,Illinois,us,sphere,6,41.8875000,-88.3052778
2000,Illinois,us,disk,60,41.7858333,-88.1472222
2000,Ohio,us,cigar,2,41.7711111,-81.0500000
2000,Kansas,us,other,120,37.6922222,-97.3372222
2000,Oregon,us,light,15,45.4944444,-122.8658333
2000,Michigan,us,circle,600,43.1775000,-83.7341667
2000,Illinois,us,triangle,180,42.3200000,-89.0580556
2000,Florida,us,sphere,1,28.6802778,-81.5097222
2000,Michigan,us,oval,240,41.8069444,-83.4425000
2000,California,us,triangle,20,35.3733333,-119.0177778
2001,Pennsylvania,us,triangle,18000,41.2458333,-75.8816667
2001,New Jersey,us,other,1200,40.5772222,-74.2286111
2001,New Jersey,us,circle,120,40.5772222,-74.2286111
2001,New Jersey,us,other,600,40.5772222,-74.2286111
2001,New Jersey,us,formation,900,40.5772222,-74.2286111
2001,New Jersey,us,light,1200,40.5772222,-74.2286111
2001,New Jersey,us,other,900,40.5772222,-74.2286111
2001,New Jersey,us,light,600,40.7280556,-74.0780556
2001,New Jersey,us,formation,300,40.7355556,-74.1727778
2001,New York,us,light,300,40.7141667,-74.0063889
2001,New York,us,circle,300,40.7141667,-74.0063889
2001,New Jersey,us,formation,60,40.5652778,-74.2608333
2001,New Jersey,us,formation,120,40.5772222,-74.2286111
2001,New Jersey,us,light,3600,40.5772222,-74.2286111
2001,Colorado,us,circle,60,40.3977778,-105.0744444
2001,Colorado,us,other,45,40.3977778,-105.0744444
2001,North Carolina,us,oval,120,35.2269444,-80.8433333
2001,California,us,fireball,1200,33.7800000,-118.2616667
2001,Oklahoma,us,unknown,180,35.4675000,-97.5161111
2001,Rhode Island,us,light,300,41.9219444,-71.5500000
2001,Illinois,us,egg,300,42.0883333,-87.9805556
2001,New York,us,chevron,600,42.0986111,-75.9183333
2001,Minnesota,us,light,2100,45.1600000,-92.9930556
2001,Ohio,us,cone,10,39.8841667,-82.7536111
2001,New Jersey,us,other,120,40.9275000,-73.9977778
2001,Mississippi,us,circle,90,31.6038889,-89.1955556
2001,Florida,us,disk,180,30.1658333,-81.7066667
2001,Oregon,us,unknown,600,45.5236111,-122.6750000
2001,Florida,us,cylinder,900,26.5250000,-80.0666667
2001,New York,us,unknown,300,43.3030556,-77.9213889
2001,Oklahoma,us,cross,15,36.1538889,-95.9925000
2001,Hawaii,us,triangle,300,21.3500000,-157.7208333
2001,North Carolina,us,triangle,40,36.2166667,-81.6747222
2002,Washington,us,light,10,48.1183333,-123.4294444
2002,New Hampshire,us,unknown,3600,42.9955556,-71.4552778
2002,Kentucky,us,cylinder,120,37.9886111,-84.4777778
2002,Texas,us,light,5,30.6580556,-98.4402778
2002,Oregon,us,circle,300,45.4944444,-122.8658333
2002,Pennsylvania,us,sphere,30,40.2736111,-76.8847222
2002,Missouri,us,disk,2,39.0116667,-92.7530556
2002,Pennsylvania,us,triangle,20,40.2455556,-74.8463889
2002,Michigan,us,triangle,300,42.6605556,-84.0730556
2002,Wyoming,us,oval,120,41.7413889,-105.9741667
2002,Washington,us,cross,60,46.2108333,-119.0066667
2002,Montana,us,fireball,60,46.8722222,-113.9930556
2002,Indiana,us,circle,300,39.7683333,-86.1580556
2002,Washington,us,oval,900,47.7625000,-122.2041667
2002,Maine,us,unknown,600,44.7825000,-69.3838889
2002,Oregon,us,light,5400,45.4563889,-123.8427778
2002,Idaho,us,light,5,43.5408333,-116.5625000
2002,Wisconsin,us,other,3600,45.6366667,-89.4119444
2002,California,us,light,12,37.5969444,-120.8650000
2003,Michigan,us,sphere,600,43.1047222,-84.6919444
2003,Washington,us,cylinder,10,47.4705556,-122.3455556
2003,Washington,us,cylinder,8,47.1719444,-122.5172222
2003,Washington,us,fireball,3,47.6063889,-122.3308333
2003,California,us,light,3600,40.5983333,-124.1561111
2003,Montana,us,light,1200,48.3858333,-114.0600000
2003,California,us,formation,300,37.3541667,-121.9541667
2003,California,us,disk,1800,32.7947222,-116.9616667
2003,Wisconsin,us,sphere,180,43.5391667,-89.4625000
2003,Illinois,us,fireball,120,41.8500000,-87.6500000
2003,Illinois,us,cylinder,300,42.3702778,-87.9019444
2003,Florida,us,disk,1310,29.4747222,-82.8600000
2003,California,us,other,40,37.3394444,-121.8938889
2003,Indiana,us,triangle,5,39.2866667,-86.7625000
2003,Delaware,us,formation,120,39.6291667,-75.6586111
2003,California,us,light,90,33.7091667,-117.9527778
2003,New Jersey,us,disk,5,39.8913889,-75.0380556
2003,Michigan,us,changing,120,42.2011111,-85.5800000
2003,Washington,us,sphere,420,47.0800000,-122.0502778
2003,Indiana,us,light,7200,38.1597222,-87.4483333
2003,Utah,us,flash,120,40.6677778,-111.9380556
2003,New York,us,disk,180,41.2086111,-73.5752778
2003,Missouri,us,disk,180,37.9513889,-91.7711111
2004,South Carolina,us,triangle,240,32.9808333,-80.0327778
2004,California,us,fireball,6,34.0522222,-118.2427778
2004,California,us,triangle,120,33.7358333,-118.2913889
2004,Kansas,us,other,600,37.6922222,-97.3372222
2004,Georgia,us,oval,6,33.7488889,-84.3880556
2004,Texas,us,light,2700,30.3116667,-95.4558333
2004,Idaho,us,cylinder,30,46.4166667,-117.0166667
2004,Minnesota,us,sphere,300,45.0655556,-93.2016667
2004,Rhode Island,us,other,60,41.5500000,-71.4666667
2004,Arizona,us,sphere,240,32.7252778,-114.6236111
2004,Wisconsin,us,oval,2700,42.5125000,-88.1208333
2004,Arizona,us,other,900,34.2541667,-110.0291667
2004,Oregon,us,circle,15,44.8486111,-123.2327778
2004,Oregon,us,unknown,180,45.5394444,-122.3861111
2004,Kentucky,us,diamond,900,38.2541667,-85.7594444
2004,Minnesota,us,formation,300,46.8205556,-93.9477778
2004,Texas,us,disk,900,34.0291667,-98.9186111
2004,Pennsylvania,us,diamond,300,41.5766667,-75.2591667
2005,Oklahoma,us,disk,120,35.0536111,-94.6233333
2005,North Carolina,us,unknown,2700,35.9130556,-79.0561111
2005,Ohio,us,circle,120,39.9241667,-83.8088889
2005,California,us,triangle,600,34.1808333,-118.3080556
2005,California,us,light,120,38.2494444,-122.0388889
2005,Virginia,us,sphere,3600,38.6652778,-78.4597222
2005,Iowa,us,sphere,600,41.6611111,-91.5300000
2005,Florida,us,circle,5,26.5250000,-80.0666667
2005,Illinois,us,circle,600,41.8661111,-88.1069444
2005,Michigan,us,cylinder,120,42.8125000,-86.0186111
2005,Texas,us,diamond,180,30.0927778,-93.7363889
2005,Texas,us,disk,600,31.7586111,-106.4863889
2005,Oregon,us,teardrop,15,45.5236111,-122.6750000
2005,California,us,unknown,600,39.1502778,-123.2066667
2005,California,us,other,180,33.6694444,-117.8222222
2005,Oklahoma,us,light,180,36.2694444,-95.8544444
2005,South Dakota,us,changing,30,45.0025000,-101.2330556
2005,Idaho,us,other,1800,43.5408333,-116.5625000
2005,Maine,us,light,300,43.7958333,-70.9330556
2005,Oregon,us,light,1,44.9430556,-123.0338889
2005,Nevada,us,light,60,36.1750000,-115.1363889
2005,Virginia,us,triangle,7200,37.4136111,-76.5258333
2006,Pennsylvania,us,triangle,60,40.0336111,-76.5047222
2006,California,us,fireball,420,38.2919444,-122.4569444
2006,Minnesota,us,other,120,44.7980556,-93.5266667
2006,Wisconsin,us,light,900,44.8341667,-87.3769444
2006,Massachusetts,us,disk,600,42.0547222,-72.7708333
2006,Massachusetts,us,sphere,120,41.6666667,-70.1852778
2006,Ohio,us,disk,7200,40.1727778,-82.4188889
2006,Illinois,us,circle,60,42.0333333,-88.0833333
2006,Iowa,us,light,1200,41.0041667,-92.3736111
2006,California,us,cigar,60,38.5816667,-121.4933333
2006,Illinois,us,triangle,30,42.4169444,-88.0738889
2006,Nebraska,us,oval,1200,42.3600000,-97.5963889
2006,California,us,formation,1200,34.1683333,-118.6050000
2006,New Jersey,us,light,10,40.9911111,-74.0330556
2006,Idaho,us,fireball,10,43.5197222,-114.3144444
2006,Illinois,us,light,900,40.1163889,-88.2433333
2006,West Virginia,us,triangle,180,39.2827778,-80.5591667
2006,Idaho,us,light,180,47.4741667,-115.9269444
2006,Wisconsin,us,circle,60,45.2325000,-88.0075000
2006,Wisconsin,us,light,240,43.6552778,-88.1644444
2006,Michigan,us,light,30,42.6183333,-82.5311111
2006,New Jersey,us,light,12,40.3613889,-73.9744444
2006,Montana,us,chevron,2700,48.4111111,-114.3366667
2007,Connecticut,us,fireball,7,41.4816667,-72.6816667
2007,Florida,us,triangle,60,26.0108333,-80.1497222
2007,California,us,light,15,34.1083333,-117.2888889
2007,Washington,us,changing,900,47.6063889,-122.3308333
2007,Minnesota,us,unknown,2,46.3366667,-94.6458333
2007,Florida,us,light,600,28.9333333,-81.9486111
2007,Kansas,us,sphere,15,38.6155556,-95.2675000
2007,Washington,us,egg,300,46.1383333,-122.9369444
2007,Washington,us,rectangle,60,47.4830556,-122.2158333
2007,Massachusetts,us,triangle,1500,41.8930556,-70.9116667
2007,Michigan,us,other,10,42.2708333,-83.7263889
2007,Texas,us,triangle,1800,29.4238889,-98.4933333
2007,Wisconsin,us,light,30,45.9697222,-89.8919444
2007,Massachusetts,us,oval,120,42.4583333,-71.0666667
2007,Arizona,us,other,180,33.4483333,-112.0733333
2007,Illinois,us,sphere,120,41.5250000,-88.0816667
2007,California,us,triangle,120,39.1405556,-121.6158333
2007,Washington,us,sphere,300,47.4236111,-120.3091667
2007,Connecticut,us,light,10,41.6611111,-72.7800000
2007,Michigan,us,sphere,120,42.5091667,-84.6558333
2007,Ohio,us,changing,7200,41.4994444,-81.6955556
2007,Nebraska,us,circle,600,40.7744444,-97.0502778
2008,Kentucky,us,cigar,60,37.7477778,-84.2947222
2008,Connecticut,us,triangle,60,41.2222222,-73.0569444
2008,Indiana,us,fireball,120,40.0455556,-86.0086111
2008,Massachusetts,us,flash,1,42.4905556,-71.2766667
2008,Pennsylvania,us,cigar,5,40.7888889,-76.5591667
2008,Idaho,us,triangle,120,42.5630556,-114.4600000
2008,Maine,us,disk,3600,44.1280556,-68.8747222
2008,Arizona,us,cigar,600,33.4483333,-112.0733333
2008,California,us,fireball,15,33.7669444,-118.1883333
2008,New York,us,oval,300,40.6627778,-73.5519444
2008,Florida,us,oval,720,28.1758333,-80.5902778
2008,Alabama,us,sphere,360,34.6722222,-86.0341667
2008,New York,us,oval,30,42.8863889,-78.8786111
2008,Ohio,us,formation,120,41.0241667,-80.6630556
2008,Kansas,us,light,2400,37.6791667,-95.4569444
2009,Utah,us,sphere,180,40.4500000,-111.7694444
2009,Oklahoma,us,sphere,7200,36.3100000,-96.4638889
2009,Pennsylvania,us,circle,50,39.7902778,-77.7280556
2009,Pennsylvania,us,circle,900,40.0083333,-79.0783333
2009,Washington,us,unknown,2,47.6105556,-122.1994444
2009,North Carolina,us,circle,60,35.2269444,-80.8433333
2009,Pennsylvania,us,sphere,300,40.0016667,-76.8505556
2009,Tennessee,us,other,30,35.4816667,-86.0886111
2009,Washington,us,sphere,180,48.0519444,-122.1758333
2009,Michigan,us,cylinder,300,42.8708333,-85.8650000
2009,Washington,us,rectangle,2,46.6633333,-123.8033333
2009,Oregon,us,fireball,35,44.0522222,-123.0855556
2009,Kentucky,us,cylinder,1200,36.8572222,-88.3502778
2009,North Carolina,us,unknown,15,35.2333333,-82.7344444
2010,Wisconsin,us,flash,1800,45.7983333,-89.1627778
2010,Michigan,us,light,120,42.2916667,-85.5872222
2010,Illinois,us,light,300,41.8500000,-87.6500000
2010,Indiana,us,sphere,40,41.4941667,-87.5216667
2010,Illinois,us,unknown,900,41.5061111,-87.6355556
2010,California,us,light,300,38.5450000,-121.7394444
2010,Utah,us,disk,5,40.2338889,-111.6577778
2010,Ohio,us,triangle,300,39.1619444,-84.4569444
2010,Nevada,us,rectangle,600,36.1750000,-115.1363889
2010,Rhode Island,us,disk,240,41.4900000,-71.3133333
2010,Texas,us,circle,7200,31.4636111,-100.4366667
2010,Massachusetts,us,light,1,41.6805556,-70.9083333
2010,California,us,triangle,7200,33.6602778,-117.9983333
2010,California,us,light,1800,34.1722222,-118.3780556
2010,Massachusetts,us,light,65,41.6894444,-70.1569444
2010,Florida,us,chevron,120,28.6119444,-80.8077778
2010,Texas,us,flash,180,32.7833333,-96.8000000
2010,Massachusetts,us,triangle,5,41.9944444,-70.7250000
2010,Alabama,us,unknown,900,31.0905556,-88.2280556
2010,Missouri,us,sphere,120,39.0086111,-94.4633333
2010,Oregon,us,light,240,45.2783333,-123.0097222
2010,California,us,cigar,900,39.6452778,-121.4022222
2010,Washington,us,triangle,1200,47.0530556,-122.2930556
2010,Tennessee,us,circle,3600,35.1222222,-84.7188889
2011,Pennsylvania,us,circle,600,40.6883333,-75.2211111
2011,Florida,us,oval,120,26.8230556,-80.1388889
2011,Florida,us,oval,420,28.2916667,-81.4077778
2011,South Carolina,us,triangle,900,33.6058333,-78.9733333
2011,Louisiana,us,sphere,900,29.5722222,-90.3816667
2011,Colorado,us,triangle,180,39.7391667,-104.9841667
2011,Kentucky,us,cigar,10,38.1141667,-82.6033333
2011,Pennsylvania,us,disk,1800,39.8494444,-75.3561111
2011,North Carolina,us,fireball,5,34.7863889,-76.8594444
2011,North Carolina,us,other,300,35.7719444,-78.6388889
2011,Connecticut,us,unknown,300,41.6061111,-73.1186111
2011,Florida,us,cigar,3,26.6155556,-80.0572222
2011,Wisconsin,us,fireball,120,44.5236111,-89.5744444
2011,Wisconsin,us,fireball,120,44.5236111,-89.5744444
2011,Louisiana,us,formation,420,30.2238889,-92.0197222
2011,Wisconsin,us,fireball,120,44.5236111,-89.5744444
2011,Oregon,us,other,360,44.5366667,-122.9058333
2011,Illinois,us,light,15,38.3160000,-88.9106000
2011,Michigan,us,triangle,900,42.6738889,-85.6447222
2011,Washington,us,light,720,47.4538889,-122.3205556
2011,New York,us,triangle,10,41.6088889,-73.6822222
2012,Louisiana,us,light,1500,31.1277778,-92.0661111
2012,California,us,oval,30,34.0522222,-118.2427778
2012,Delaware,us,triangle,180,39.1580556,-75.5247222
2012,Ohio,us,egg,900,39.9611111,-82.9988889
2012,Georgia,us,light,120,33.9241667,-84.3786111
2012,Nevada,us,sphere,3,36.1750000,-115.1363889
2012,Montana,us,triangle,60,46.6316667,-114.0780556
2012,Pennsylvania,us,triangle,900,39.8308333,-77.2313889
2012,Colorado,us,triangle,300,39.7294444,-104.8313889
2012,Ohio,us,sphere,1800,38.8097222,-82.2025000
2012,Oregon,us,circle,900,45.9933333,-123.9213889
2012,Michigan,us,sphere,60,42.3383333,-83.8886111
2012,Minnesota,us,light,60,44.8833333,-93.2827778
2012,Texas,us,triangle,120,32.7358333,-96.2750000
2013,California,us,sphere,420,33.6694444,-117.8222222
2013,Arizona,us,fireball,2,33.4222222,-111.8219444
2013,Arizona,us,light,120,32.2216667,-110.9258333
2013,Oregon,us,circle,900,44.9430556,-123.0338889
2013,Wisconsin,us,circle,30,42.5847222,-87.8211111
2013,Arkansas,us,light,300,34.5958333,-92.4888889
2013,Michigan,us,sphere,600,42.9633333,-85.6680556
2013,Georgia,us,circle,120,33.8388889,-83.9008333
2013,Wisconsin,us,circle,10,44.5105556,-89.4261111
2013,Maryland,us,rectangle,10,38.1588889,-75.9483333
2013,New Jersey,us,fireball,600,39.8911111,-74.9222222
2013,Missouri,us,light,10,37.8391667,-94.3544444
1959,Massachusetts,us,other,180,42.2625000,-71.8027778
1961,Illinois,us,disk,1500,42.0883333,-87.9805556
1964,Michigan,us,unknown,180,43.6991667,-84.7677778
1967,West Virginia,us,sphere,240,38.4094444,-82.2947222
1967,Texas,us,disk,11700,29.4569444,-94.6394444
1974,Kentucky,us,cross,1800,36.7533333,-86.1905556
1978,New York,us,disk,240,40.8583333,-73.1000000
1979,Michigan,us,triangle,1200,46.9169444,-88.4825000
1980,Pennsylvania,us,disk,120,41.5980556,-75.7150000
1980,Washington,us,cylinder,180,47.6063889,-122.3308333
1982,North Carolina,us,changing,300,35.0525000,-78.8786111
1985,Indiana,us,other,120,41.5283333,-87.4236111
1988,California,us,other,900,34.0050000,-118.8091667
1988,California,us,egg,120,33.9791667,-118.0319444
1995,California,us,other,900,33.7455556,-117.8669444
1995,Georgia,us,other,60,32.8405556,-83.6325000
1995,North Carolina,us,oval,180,36.2166667,-81.6747222
1997,Arizona,us,light,15,35.1980556,-111.6505556
1997,Washington,us,triangle,1200,47.8108333,-122.3761111
1997,California,us,light,600,35.0525000,-118.1730556
1997,Florida,us,light,12,26.3097222,-80.2375000
1998,Iowa,us,oval,60,41.4244444,-91.0430556
1998,New York,us,sphere,20,41.6080556,-74.2994444
1998,Nevada,us,sphere,5,39.1638889,-119.7663889
1999,Alabama,us,sphere,600,33.5205556,-86.8025000
1999,California,us,rectangle,10,34.1283333,-117.2077778
1999,Georgia,us,triangle,600,34.0658333,-84.6769444
1999,California,us,triangle,60,33.4936111,-117.1475000
1999,Indiana,us,light,3,39.8088889,-85.2913889
1999,Wisconsin,us,sphere,3600,46.8108333,-90.8180556
2000,Oregon,us,light,1.5,45.5236111,-122.6750000
2000,Oregon,us,light,4,45.5236111,-122.6750000
2000,Washington,us,changing,60,47.5302778,-122.0313889
2000,Washington,us,disk,6,47.3075000,-122.2272222
2000,California,us,light,10,35.6225000,-117.6700000
2000,Indiana,us,oval,360,40.7600000,-85.3136111
2001,Mississippi,us,circle,600,33.0750000,-89.8544444
2001,Ohio,us,oval,180,40.7425000,-84.1052778
2001,New York,us,light,60,42.8863889,-78.8786111
2001,California,us,unknown,2,40.8022222,-124.1625000
2001,Pennsylvania,us,light,180,40.2263889,-76.9008333
2001,New York,us,diamond,60,40.7141667,-74.0063889
2001,Colorado,us,fireball,5,40.4850000,-106.8311111
2002,Tennessee,us,triangle,2700,35.4833333,-86.4602778
2002,New York,us,light,3000,40.9169444,-72.6625000
2002,Oregon,us,sphere,300,45.5236111,-122.6750000
2003,Alabama,us,triangle,300,34.2875000,-85.9941667
2003,Indiana,us,cylinder,240,41.6833333,-86.2500000
2003,Missouri,us,light,1200,37.9513889,-91.7711111
2003,Arizona,us,fireball,2,33.4483333,-112.0733333
2004,Minnesota,us,disk,14400,45.0725000,-93.4555556
2004,Texas,us,circle,9000,31.3380556,-94.7288889
2004,Kentucky,us,triangle,60,36.9902778,-86.4436111
2004,Minnesota,us,chevron,420,45.5608333,-94.1622222
2004,Illinois,us,egg,10800,41.8500000,-87.6500000
2004,Washington,us,fireball,5,47.9447222,-122.3033333
2004,Washington,us,light,15,48.1183333,-123.4294444
2004,Missouri,us,sphere,7,36.9191667,-94.2550000
2005,Washington,us,oval,5400,46.7313889,-117.1786111
2005,Minnesota,us,light,5,44.7894444,-93.6019444
2005,Texas,us,light,300,32.6730556,-97.4602778
2005,Michigan,us,oval,180,42.8708333,-85.8650000
2005,Washington,us,flash,4,47.6063889,-122.3308333
2005,California,us,sphere,1200,33.9830556,-118.0958333
2005,California,us,chevron,1800,33.8702778,-117.9244444
2005,Washington,us,flash,180,45.6388889,-122.6602778
2005,Texas,us,light,15,32.6730556,-97.4602778
2006,Washington,us,rectangle,315,47.6063889,-122.3308333
2006,Illinois,us,circle,30,41.8500000,-87.6500000
2006,Illinois,us,circle,600,41.8500000,-87.6500000
2006,California,us,formation,3,32.8472222,-117.2733333
2006,New York,us,light,30,40.7141667,-74.0063889
2006,Rhode Island,us,triangle,900,41.9219444,-71.5500000
2006,Illinois,us,light,1380,41.8897222,-87.9888889
2006,California,us,triangle,14400,34.1866667,-118.4480556
2006,Kansas,us,light,30,37.1533333,-98.0308333
2007,Washington,us,unknown,30,47.5405556,-122.6350000
2007,Georgia,us,light,35,33.7488889,-84.3880556
2007,Florida,us,light,15,30.4380556,-84.2808333
2007,Florida,us,circle,120,29.2105556,-81.0230556
2007,Massachusetts,us,changing,120,42.5750000,-71.0791667
2007,Washington,us,teardrop,1,47.6063889,-122.3308333
2007,Washington,us,unknown,45,47.6588889,-117.4250000
2007,North Carolina,us,triangle,10,34.2255556,-77.9450000
2007,Washington,us,light,180,47.2530556,-122.4430556
2008,Illinois,us,triangle,600,41.8500000,-87.6500000
2008,Texas,us,other,7,33.9136111,-98.4930556
2008,California,us,circle,600,34.4261111,-117.5713889
2008,New York,us,unknown,2,40.9736111,-72.1441667
2008,Florida,us,triangle,180,30.3569444,-87.1638889
2008,North Carolina,us,light,600,34.6863889,-76.8955556
2008,Washington,us,changing,73800,46.4163889,-117.0441667
2008,Pennsylvania,us,other,120,39.9522222,-75.1641667
2009,Ohio,us,disk,300,39.9688889,-82.9377778
2009,California,us,light,5400,38.4405556,-122.7133333
2009,California,us,changing,300,33.8169444,-118.0363889
2009,New York,us,light,60,43.1991667,-78.5763889
2009,Washington,us,light,90,47.3811111,-122.2336111
2009,Texas,us,light,30,31.5847222,-95.8488889
2009,Missouri,us,diamond,30,38.7041667,-91.4372222
2009,Texas,us,unknown,120,30.6741667,-96.3697222
2009,Oklahoma,us,light,300,36.3955556,-97.8780556
2009,Oregon,us,disk,900,44.0522222,-123.0855556
2009,Colorado,us,unknown,300,39.7294444,-104.8313889
2009,Washington,us,light,60,48.0519444,-122.1758333
2009,Montana,us,circle,300,48.1958333,-114.3119444
2010,Ohio,us,fireball,40,40.1027778,-84.6330556
2010,Michigan,us,triangle,10,42.0722222,-86.1997222
2010,Michigan,us,triangle,600,42.3713889,-83.4702778
2010,California,us,light,600,33.7877778,-117.8522222
2010,Illinois,us,circle,120,42.0427778,-88.0797222
2010,Nevada,us,other,300,35.6127778,-115.3894444
2010,California,us,oval,5,33.7475000,-116.9711111
