1999 il us light 60 41.8327778 -87.9288889
1999 or us light 25 45.5236111 -122.6750000
1999 oh us triangle 300 41.3683333 -82.1077778
1999 ny us unknown 5 40.7141667 -74.0063889
1999 ok us cigar 120 35.2225000 -97.4391667
1999 nv us light 15 36.1750000 -115.1363889
1999 fl us unknown 25 25.7738889 -80.1938889
1999 mo us chevron 15 39.0911111 -94.4152778
2000 wa us formation 540 47.3444444 -122.7619444
2000 mi us disk 600 41.7991667 -85.4191667
2000 ca us light 120 36.9613889 -120.0597222
2000 ca us sphere 180 37.9577778 -121.2897222
2000 az us cigar 20 33.3061111 -111.8405556
2000 ca us unknown 15 37.5202778 -122.2747222
2000 or us unknown 3600 44.3000000 -120.8333333
2000 md us triangle 300 39.0397222 -77.0555556
2000 fl us other 10 30.1658333 -81.7066667
2000 co us light 300 38.8338889 -104.8208333
2000 mo us light 30 40.3461111 -94.8722222
2000 tn us triangle 120 35.6144444 -88.8138889
2000 ny us diamond 900 42.9047222 -76.3944444
2001 wa us other 1 47.6063889 -122.3308333
2001 mo us light 900 39.0997222 -94.5783333
2001 mi us triangle 300 44.3147222 -84.7647222
2001 me us oval 10 44.1897222 -70.1408333
2001 ny us changing 180 42.8922222 -76.1055556
2001 wa us light 30 48.9466667 -122.4508333
2001 ny us flash 2 42.6525000 -73.7566667
2002 va us circle 1 36.7161111 -77.0683333
2002 ca us oval 420 37.8044444 -122.2697222
2002 wa us other 5 48.9202778 -122.3413889
2002 wa us fireball 10 48.1172222 -122.7591667
2002 wa us sphere 3 47.9130556 -122.0969444
2002 wa us circle 330 47.2033333 -122.2391667
